GG,RGD1,T1x
1872,[],
1873,[],1454
1874,[],1455
1875,[],
1876,[],
1877,[],9101
1878,[],1456
1879,[],1457
1880,[],1458
1881,[],1459
1882,[],1460
1883,[],1461
1884,[],1462
1885,[],1463
1886,[],1464
1887,[],
1888,[],9102
1889,[],
1890,[],
1891,[],1465
1892,[],
1893,[],1466
1894,['MR_479363_0'],1467
1895,[],1468
1896,[],
1897,"['MR_4049_0', 'MR_4049_2']",1469
1898,['MR_15281_0'],1470
1899,"['MR_105551_0', 'MR_4048_0', 'MR_105551_1', 'MR_4048_1']",1471
1900,"['MR_15280_1', 'MR_82888_0']",1472
1901,[],1473
1902,[],9103
1903,[],1474
1904,[],
1905,[],1475
1906,[],1476
1907,[],1477
1908,[],1478
1909,[],9104
1910,[],
1911,[],9105
1912,[],
1913,[],1479
1914,[],
1915,[],
1916,[],1480
1917,[],1481
1918,[],1482
1919,[],1483
1920,[],1484
1921,['MR_61_0'],1485
1922,[],1486
1923,['MR_6807_0'],1487
1924,[],9106
1925,[],9107
1926,[],9108
1927,[],1488
1928,[],1489
1929,[],
1930,[],
1931,[],1490
1932,[],
1933,[],1491
1934,[],
1935,[],1492
1936,[],
1937,[],9109
1938,[],1493
1939,[],1494
1940,[],
1941,[],1495
1942,[],1496
1943,[],1497
1944,[],9110
1945,[],1498
1946,[],1499
1947,[],1500
1948,[],1501
1949,[],1502
1950,[],1503
1951,[],1504
1952,[],1505
1953,[],1506
1954,[],1507
1955,[],1508
1956,['MR_310434_0'],
1957,[],
1958,"['MR_637250_0', 'MR_637250_1']",1509
1959,[],1510
1960,[],
1961,[],1511
1962,[],9111
1963,[],
1964,[],1512
1965,"['MR_354226_2', 'MR_354226_0']",1513
1966,[],1514
1967,[],1515
1968,[],1516
1969,"['MR_354228_0', 'MR_190694_0']",1517
1970,[],9112
1971,[],1518
1972,[],1519
1973,[],
1974,[],1520
1975,[],1521
1976,[],
1977,[],
1978,[],1522
1979,[],1523
1980,[],9113
1981,[],
1982,[],1524
1983,[],
1984,[],
1985,[],1525
1986,[],1526
1987,[],1527
1988,[],1528
1989,[],1529
1990,['MR_523489_1'],1530
1991,[],1531
1992,[],1532
1993,[],9114
1994,[],
1995,[],
1996,[],1533
1997,[],
1998,[],1534
1999,[],1535
2000,[],1536
2001,[],1537
2002,[],1538
2003,"['MR_187085_1', 'MR_187085_0']",1539
2004,[],9115
2005,[],9116
2006,[],1540
2007,[],9117
2008,[],1541
2009,[],1542
2010,['MR_240826_1'],9118
2011,[],1543
2012,[],1544
2013,[],1545
2014,[],
2015,[],9119
2016,[],1546
2017,[],1547
2018,[],1548
2019,[],1549
2020,[],1550
2021,[],
2022,[],
2023,"['MR_1359_1', 'MR_1358_1']",1551
2024,['MR_3213_1'],
2025,[],9120
2026,[],
2027,[],1552
2028,[],
2029,[],1553
2030,[],1554
2031,[],1555
2032,[],1556
2033,[],
2034,[],1557
2035,[],1558
2036,[],1559
2037,[],
2038,[],1560
2039,[],1561
2040,[],1562
2041,[],1563
2042,[],1564
2043,[],1565
2044,[],1566
2045,[],1567
2046,[],9121
2047,[],1568
2048,[],
2049,[],1569
2050,[],1570
2051,[],1571
2052,[],9122
2053,[],1572
2054,[],
2055,[],1573
2056,[],1574
2057,[],9123
2058,[],
2059,[],1575
2060,[],1576
2061,[],1577
2062,[],1578
2063,[],
2064,[],1579
2065,[],1580
2066,[],1581
2067,[],1582
2068,['MR_59571_1'],9124
2069,[],1583
2070,['MR_59568_0'],1584
2071,[],1585
2072,[],1586
2073,[],1587
2074,[],
2075,[],1588
2076,[],1589
2077,[],
2078,[],1590
2079,[],1591
2080,[],1592
2081,[],1593
2082,[],1594
2083,[],9125
2084,[],1595
2085,[],1596
2086,[],1597
2087,[],1598
2088,[],1599
2089,[],1600
2090,[],
2091,[],1601
2092,[],1602
2093,[],1603
2094,[],1604
2095,[],1605
2096,[],1606
2097,[],1607
2098,[],1608
2099,[],1609
2100,[],9126
2101,[],1610
2102,[],
2103,[],1611
2104,[],
2105,[],1612
2106,[],
2107,[],
2108,[],1613
2109,[],1614
2110,[],1615
2111,[],1616
2112,[],
2113,[],1617
2114,[],1618
2115,[],9127
2116,[],1619
2117,[],1620
2118,[],1621
2119,[],1622
2120,[],9128
2121,[],1623
2122,[],
2123,[],1624
2124,[],9129
2125,[],1625
2126,[],1626
2127,[],1627
2128,[],1628
2129,[],1629
2130,[],
2131,[],1630
2132,[],1631
2133,[],1632
2134,[],1633
2135,[],1634
2136,[],1635
2137,[],1636
2138,[],1637
2139,[],1638
2140,[],1639
2141,[],1640
2142,[],1641
2143,[],1642
2144,[],1643
2145,[],1644
2146,[],1645
2147,[],
2148,[],1646
2149,[],1647
2150,[],1648
2151,[],1649
2152,[],
2153,[],
2154,[],
2155,[],9130
2156,[],1650
2157,[],1651
2158,[],1652
2159,[],1653
2160,[],1654
2161,[],
2162,[],1655
2163,[],1656
2164,[],1657
2165,[],1658
2166,[],
2167,[],1659
2168,[],1660
2169,[],
2170,[],1661
2171,[],1662
2172,[],1663
2173,[],1664
2174,[],1665
2175,[],1666
2176,[],1667
2177,[],9131
2178,[],1668
2179,[],
2180,[],1669
2181,[],1670
2182,[],1671
2183,['MR_44081_0'],
2184,[],1672
2185,[],1673
2186,['MR_44089_1'],1674
2187,[],9132
2188,[],
2189,[],1675
2190,[],1676
2191,[],1677
2192,[],1678
2193,[],1679
2194,[],1680
2195,[],1681
2196,"['MR_62408_0', 'MR_62410_0']",1682
2197,[],1683
2198,[],1684
2199,[],1685
2200,[],
2201,[],1686
2202,[],1687
2203,[],
2204,[],1688
2205,[],1689
2206,[],1690
2207,[],1691
2208,[],1692
2209,['MR_114948_1'],
2210,[],1693
2211,[],1694
2212,[],1695
2213,[],
2214,[],1696
2215,[],1697
2216,[],1698
2217,[],1699
2218,[],1700
2219,[],1701
2220,[],1702
2221,[],1703
2222,[],1704
2223,[],1705
2224,[],1706
2225,[],
2226,['MR_12138_2'],
2227,[],1707
2228,[],
2229,[],1708
2230,['MR_2294_0'],
2231,[],1709
2232,[],1710
2233,[],1711
2234,[],1712
2235,"['MR_30234_0', 'MR_106115_0']",1713
2236,[],
2237,[],1714
2238,[],9133
2239,[],9134
2240,"['MR_354228_0', 'MR_190694_0']",1715
2241,[],9135
2242,[],1716
2243,[],1717
2244,[],1718
2245,[],1719
2246,[],1720
2247,[],
2248,[],1721
2249,[],
2250,[],
2251,[],1722
2252,[],9136
2253,[],9137
2254,[],1723
2255,[],1724
2256,[],1725
2257,[],1726
2258,[],1727
2259,[],1728
2260,[],1729
2261,[],1730
2262,[],1731
2263,[],1732
2264,[],1733
2265,[],1734
2266,[],1735
2267,[],
2268,[],
2269,[],1736
2270,[],1737
2271,[],1738
2272,[],1739
2273,[],9138
2274,[],9139
2275,[],1740
2276,[],1741
2277,[],1742
2278,[],1743
2279,[],1744
2280,[],
2281,[],1745
2282,[],1746
2283,[],1747
2284,[],9140
2285,[],1748
2286,[],1749
2287,[],1750
2288,[],9141
2289,[],
2290,[],1751
2291,[],1752
2292,[],1753
2293,[],1754
2294,[],1755
2295,[],
2296,[],9142
2297,[],1756
2298,[],1757
2299,[],1758
2300,['MR_56077_0'],1759
2301,[],
2302,[],
2303,[],
2304,[],1760
2305,[],
2306,[],1761
2307,[],1762
2308,[],
2309,[],1763
2310,[],9143
2311,[],1764
2312,[],1765
2313,[],1766
2314,[],1767
2315,[],1768
2316,[],1769
2317,[],
2318,[],
2319,[],
2320,[],1770
2321,[],1771
2322,[],
2323,[],
2324,[],
2325,[],1772
2326,[],1773
2327,[],1774
2328,[],
2329,[],1775
2330,[],1776
2331,[],1777
2332,[],1778
2333,[],1779
2334,[],1780
2335,[],
2336,[],1781
2337,"['MR_38342_0', 'MR_161490_0', 'MR_38342_1', 'MR_31267_2']",
2338,"['MR_73708_1', 'MR_38369_0']",1782
2339,[],1783
2340,[],9144
2341,[],
2342,[],1784
2343,[],1785
2344,[],1786
2345,[],1787
2346,[],1788
2347,"['MR_77159_1', 'MR_77159_0', 'MR_77158_0', 'MR_155622_0', 'MR_77161_0']",
2348,[],1789
2349,[],
2350,[],1790
2351,[],1791
2352,[],1792
2353,[],1793
2354,[],1794
2355,[],1795
2356,[],1796
2357,[],1797
2358,[],1798
2359,[],1799
2360,[],1800
2361,[],1801
2362,[],1802
2363,[],1803
2364,[],1804
2365,[],1805
2366,[],1806
2367,[],1807
2368,[],1808
2369,[],1809
2370,[],1810
2371,[],1811
2372,[],9145
2373,[],
2374,[],1812
2375,[],1813
2376,[],1814
2377,[],1815
2378,['MR_44539_1'],1816
2379,[],1817
2380,[],
2381,[],
2382,[],
2383,[],1818
2384,[],
2385,[],
2386,[],1819
2387,[],1820
2388,[],1821
2389,[],1822
2390,[],1823
2391,[],1824
2392,[],
2393,[],
2394,[],9146
2395,[],
2396,[],
2397,[],1825
2398,[],1826
2399,['MR_295688_0'],
2400,[],1827
2401,[],1828
2402,[],1829
2403,[],
2404,[],1830
2405,[],1831
2406,[],1832
2407,[],1833
2408,[],1834
2409,[],1835
2410,[],1836
2411,[],1837
2412,[],9147
2413,[],1838
2414,[],1839
2415,[],1840
2416,[],1841
2417,[],1842
2418,[],1843
2419,[],
2420,[],1844
2421,[],1845
2422,[],1846
2423,[],1847
2424,[],1848
2425,[],1849
2426,[],
2427,[],1850
2428,[],1851
2429,[],1852
2430,[],1853
2431,[],1854
2432,[],1855
2433,[],1856
2434,[],
2435,[],1857
2436,[],1858
2437,[],9148
2438,[],
2439,[],1859
2440,[],
2441,[],
2442,[],1860
2443,[],1861
2444,[],
2445,[],1862
2446,[],1863
2447,[],1864
2448,[],1865
2449,[],1866
2450,[],1867
2451,[],1868
2452,[],1869
2453,[],1870
2454,[],1871
2455,[],9149
2456,[],1872
2457,[],1873
2458,[],9150
2459,[],1874
2460,[],1875
2461,[],1876
2462,[],
2463,[],1877
2464,[],1878
2465,[],9151
2466,[],1879
2467,[],1880
2468,['MR_677233_0'],
2469,[],1881
2470,[],1882
2471,[],1883
2472,[],
2473,[],
2474,[],1884
2475,[],1885
2476,[],1886
2477,[],1887
2478,[],1888
2479,[],1889
2480,[],1890
2481,[],1891
2482,[],1892
2483,[],1893
2484,[],9152
2485,[],
2486,[],9153
2487,[],1894
2488,[],1895
2489,[],1896
2490,[],1897
2491,[],1898
2492,[],1899
2493,[],1900
2494,[],
2495,[],
2496,[],1901
2497,[],1902
2498,[],1903
2499,[],1904
2500,[],9154
2501,[],
2502,[],1905
2503,[],1906
2504,[],1907
2505,[],1908
2506,[],
2507,[],1909
2508,[],1910
2509,[],
2510,[],1911
2511,[],
2512,[],1912
2513,[],
2514,[],1913
2515,[],
2516,[],
2517,"['MR_96595_0', 'MR_567946_0', 'MR_199782_0']",
2518,[],
2519,[],
2520,[],1914
2521,['MR_155120_0'],9155
2522,[],1915
2523,[],
2524,[],
2525,[],9156
2526,[],9157
2527,[],1916
2528,[],1917
2529,[],1918
2530,['MR_56115_1'],
2531,[],1919
2532,[],
2533,[],1920
2534,[],
2535,"['MR_83986_0', 'MR_45381_0']",9158
2536,[],9159
2537,[],
2538,"['MR_37754_0', 'MR_6260_2', 'MR_37754_2']",9160
2539,"['MR_6233_1', 'MR_38087_0']",1921
2540,[],1922
2541,[],
2542,[],1923
2543,[],
2544,[],1924
2545,[],9161
2546,[],1925
2547,[],1926
2548,[],1927
2549,[],
2550,[],1928
2551,[],9162
2552,['MR_683495_1'],1929
2553,[],1930
2554,[],1931
2555,[],1932
2556,[],1933
2557,[],1934
2558,[],9163
2559,[],1935
2560,[],1936
2561,[],
2562,[],1937
2563,[],1938
2564,[],1939
2565,[],
2566,[],1940
2567,[],9164
2568,[],1941
2569,[],1942
2570,[],1943
2571,[],1944
2572,[],1945
2573,[],1946
2574,[],1947
2575,[],9165
2576,[],
2577,[],1948
2578,[],
2579,[],1949
2580,[],1950
2581,[],
2582,[],1951
2583,[],1952
2584,[],1953
2585,['MR_308777_1'],1954
2586,[],1955
2587,[],1956
2588,[],1957
2589,[],1958
2590,[],1959
2591,[],9166
2592,[],1960
2593,[],
2594,[],1961
2595,['MR_42574_1'],1962
2596,[],1963
2597,[],9167
2598,[],1964
2599,[],1965
2600,[],1966
2601,[],1967
2602,[],1968
2603,[],1969
2604,[],1970
2605,['MR_19658_1'],1971
2606,[],9168
2607,[],1972
2608,[],1973
2609,[],1974
2610,[],
2611,[],9169
2612,[],
2613,[],9170
2614,[],1975
2615,[],
2616,[],
2617,[],1976
2618,[],1977
2619,[],1978
2620,['MR_99144_1'],
2621,[],1979
2622,[],1980
2623,[],1981
2624,[],9171
2625,[],
2626,[],1982
2627,[],1983
2628,[],1984
2629,[],1985
2630,[],1986
2631,[],1987
2632,[],1988
2633,[],1989
2634,[],1990
2635,[],1991
2636,[],9172
2637,[],9173
2638,[],1992
2639,[],1993
2640,[],9174
2641,[],1994
2642,[],9175
2643,[],9176
2644,[],1995
2645,[],1996
2646,[],
2647,[],
2648,[],1997
2649,[],
2650,[],1998
2651,[],1999
2652,[],2000
2653,[],2001
2654,['MR_283977_1'],2002
2655,[],2003
2656,[],2004
2657,[],9177
2658,[],
2659,[],2005
2660,[],2006
2661,[],2007
2662,[],2008
2663,[],2009
2664,[],
2665,[],
2666,[],2010
2667,[],
2668,[],
2669,[],2011
2670,[],2012
2671,[],9178
2672,[],
2673,[],2013
2674,"['MR_545272_1', 'MR_545272_2']",2014
2675,[],2015
2676,[],
2677,[],
2678,[],2016
2679,[],2017
2680,[],2018
2681,[],2019
2682,[],
2683,[],2020
2684,[],2021
2685,[],2022
2686,[],2023
2687,['MR_154756_2'],2024
2688,[],
2689,[],
2690,[],
2691,[],2025
2692,[],2026
2693,[],2027
2694,"['MR_117655_1', 'MR_117656_1']",2028
2695,[],2029
2696,[],2030
2697,[],2031
2698,[],
2699,[],2032
2700,[],2033
2701,[],2034
2702,[],2035
2703,[],2036
2704,[],2037
2705,[],2038
2706,[],2039
2707,[],2040
2708,[],2041
2709,[],2042
2710,[],2043
2711,[],2044
2712,[],2045
2713,[],2046
2714,[],2047
2715,[],2048
2716,[],
2717,[],2049
2718,[],2050
2719,[],2051
2720,[],2052
2721,['MR_118710_0'],
2722,"['MR_3048_2', 'MR_3037_1', 'MR_3048_0']",
2723,[],
2724,[],2053
2725,[],2054
2726,[],9179
2727,[],
2728,[],2055
2729,[],2056
2730,[],2057
2731,[],9180
2732,[],
2733,[],2058
2734,[],2059
2735,[],2060
2736,[],
2737,[],2061
2738,[],2062
2739,[],2063
2740,[],2064
2741,[],2065
2742,[],2066
2743,[],2067
2744,[],2068
2745,[],9181
2746,[],2069
2747,[],2070
2748,[],2071
2749,[],2072
2750,[],2073
2751,[],2074
2752,[],2075
2753,[],2076
2754,[],9182
2755,[],2077
2756,[],
2757,[],2078
2758,[],2079
2759,[],2080
2760,['MR_174146_2'],2081
2761,[],2082
2762,[],2083
2763,"['MR_691259_0', 'MR_691259_2']",2084
2764,[],2085
2765,[],
2766,[],2086
2767,[],2087
2768,[],2088
2769,[],
2770,[],9183
2771,[],
2772,[],2089
2773,[],2090
2774,[],2091
2775,[],2092
2776,[],2093
2777,[],9184
2778,[],2094
2779,[],2095
2780,[],2096
2781,[],9185
2782,[],2097
2783,[],2098
2784,[],2099
2785,[],
2786,[],
2787,[],2100
2788,[],2101
2789,[],2102
2790,[],2103
2791,[],
2792,[],2104
2793,[],2105
2794,[],2106
2795,[],2107
2796,[],2108
2797,[],2109
2798,[],2110
2799,[],
2800,[],2111
2801,[],2112
2802,[],2113
2803,[],2114
2804,[],2115
2805,[],9186
2806,[],2116
2807,[],2117
2808,[],2118
2809,[],2119
2810,[],2120
2811,[],2121
2812,[],2122
2813,[],2123
2814,[],2124
2815,[],2125
2816,[],
2817,[],2126
2818,[],
2819,[],2127
2820,[],2128
2821,[],2129
2822,[],2130
2823,[],
2824,[],2131
2825,['MR_6493_0'],2132
2826,[],
2827,[],2133
2828,"['MR_51638_0', 'MR_51638_2']",2134
2829,[],2135
2830,[],2136
2831,[],2137
2832,['MR_171_1'],
2833,[],2138
2834,[],2139
2835,[],2140
2836,[],2141
2837,[],
2838,[],2142
2839,[],9187
2840,[],
2841,[],2143
2842,[],9188
2843,[],2144
2844,[],2145
2845,[],2146
2846,[],2147
2847,[],2148
2848,[],2149
2849,[],2150
2850,[],2151
2851,[],
2852,[],2152
2853,[],2153
2854,[],2154
2855,[],2155
2856,[],2156
2857,[],
2858,[],
2859,[],2157
2860,[],2158
2861,[],2159
2862,[],2160
2863,[],
2864,[],
2865,[],9189
2866,[],
2867,[],
2868,[],2161
2869,[],2162
2870,[],2163
2871,[],2164
2872,[],2165
2873,[],2166
2874,[],2167
2875,[],2168
2876,[],9190
2877,[],2169
2878,[],2170
2879,"['MR_135566_0', 'MR_19152_0']",9191
2880,[],2171
2881,"['MR_32009_2', 'MR_46676_1']",2172
2882,[],2173
2883,[],2174
2884,[],2175
2885,[],2176
2886,[],2177
2887,[],2178
2888,[],2179
2889,[],2180
2890,[],9192
2891,[],2181
2892,[],
2893,[],2182
2894,[],2183
2895,[],2184
2896,[],2185
2897,[],
2898,[],
2899,[],2186
2900,[],2187
2901,['MR_102556_0'],
2902,[],2188
2903,[],2189
2904,[],2190
2905,[],2191
2906,[],2192
2907,[],2193
2908,[],2194
2909,[],9193
2910,[],2195
2911,[],
2912,[],2196
2913,[],2197
2914,[],2198
2915,[],2199
2916,[],2200
2917,[],2201
2918,[],
2919,[],2202
2920,[],2203
2921,[],2204
2922,[],2205
2923,[],
2924,[],2206
2925,[],2207
2926,[],2208
2927,[],2209
2928,[],2210
2929,[],2211
2930,[],
2931,[],
2932,[],2212
2933,[],9194
2934,[],2213
2935,[],9195
2936,[],2214
2937,[],9196
2938,[],
2939,[],2215
2940,['MR_19215_0'],2216
2941,['MR_19210_1'],2217
2942,[],2218
2943,[],2219
2944,[],2220
2945,[],2221
2946,[],
2947,[],
2948,[],2222
2949,[],2223
2950,[],2224
2951,[],
2952,[],9197
2953,[],2225
2954,['MR_142006_0'],2226
2955,[],2227
2956,[],2228
2957,[],
2958,[],2229
2959,[],2230
2960,[],2231
2961,[],2232
2962,[],2233
2963,[],
2964,[],2234
2965,[],9198
2966,['MR_17757_2'],9199
2967,[],2235
2968,[],
2969,[],
2970,[],2236
2971,[],2237
2972,[],
2973,[],2238
2974,[],2239
2975,[],2240
2976,[],2241
2977,[],
2978,[],2242
2979,[],2243
2980,[],
2981,[],
2982,[],2244
2983,[],9200
2984,[],2245
2985,[],9201
2986,[],
2987,[],2246
2988,[],2247
2989,[],2248
2990,['MR_59502_1'],2249
2991,[],2250
2992,[],2251
2993,[],2252
2994,[],
2995,[],2253
2996,[],2254
2997,[],2255
2998,['MR_1854_0'],2256
2999,['MR_27552_0'],2257
3000,[],2258
3001,[],2259
3002,[],2260
3003,[],2261
3004,[],2262
3005,[],2263
3006,['MR_583047_1'],2264
3007,[],2265
3008,[],
3009,[],2266
3010,[],
3011,[],2267
3012,[],2268
3013,[],2269
3014,[],
3015,[],
3016,[],
3017,[],2270
3018,[],2271
3019,[],2272
3020,[],9202
3021,[],
3022,[],2273
3023,"['MR_12133_1', 'MR_19157_1', 'MR_12133_0', 'MR_19157_0']",9203
3024,[],2274
3025,[],2275
3026,"['MR_73937_1', 'MR_28696_2']",2276
3027,['MR_70581_0'],
3028,[],2277
3029,"['MR_62723_0', 'MR_62723_1', 'MR_68832_1']",2278
3030,[],2279
3031,[],2280
3032,[],2281
3033,[],2282
3034,[],2283
3035,[],2284
3036,[],
3037,['MR_57374_0'],2285
3038,[],2286
3039,[],2287
3040,[],9204
3041,[],
3042,[],2288
3043,[],2289
3044,[],
3045,[],2290
3046,[],
3047,[],2291
3048,[],2292
3049,[],2293
3050,[],2294
3051,[],9205
3052,[],
3053,[],9206
3054,[],2295
3055,[],2296
3056,[],9207
3057,[],2297
3058,[],2298
3059,[],
3060,[],2299
3061,[],2300
3062,[],2301
3063,[],2302
3064,[],2303
3065,[],2304
3066,[],2305
3067,[],9208
3068,[],2306
3069,[],
3070,[],
3071,['MR_159303_0'],2307
3072,['MR_8936_0'],
3073,"['MR_404824_1', 'MR_404823_0']",2308
3074,[],2309
3075,[],
3076,[],
3077,['MR_656464_1'],2310
3078,['MR_159303_2'],2311
3079,[],2312
3080,[],2313
3081,[],2314
3082,[],
3083,[],2315
3084,[],2316
3085,[],
3086,[],
3087,['MR_363886_0'],2317
3088,[],2318
3089,[],
3090,[],2319
3091,[],
3092,[],2320
3093,[],2321
3094,[],2322
3095,[],
3096,[],2323
3097,[],2324
3098,[],9209
3099,[],2325
3100,[],2326
3101,[],2327
3102,[],
3103,[],2328
3104,[],
3105,[],
3106,[],2329
3107,[],9210
3108,[],2330
3109,[],
3110,[],2331
3111,[],2332
3112,[],2333
3113,[],2334
3114,[],2335
3115,[],2336
3116,[],2337
3117,[],
3118,[],
3119,[],2338
3120,[],2339
3121,['MR_21757_0'],2340
3122,[],9211
3123,[],2341
3124,[],2342
3125,[],2343
3126,[],9212
3127,[],9213
3128,[],2344
3129,[],2345
3130,[],2346
3131,[],2347
3132,[],2348
3133,[],2349
3134,[],2350
3135,[],
3136,[],2351
3137,[],2352
3138,[],9214
3139,[],
3140,[],2353
3141,[],2354
3142,[],2355
3143,[],2356
3144,[],
3145,[],2357
3146,[],2358
3147,[],
3148,[],2359
3149,[],2360
3150,[],2361
3151,[],2362
3152,[],
3153,[],2363
3154,[],2364
3155,[],2365
3156,[],2366
3157,[],2367
3158,[],2368
3159,[],2369
3160,[],2370
3161,[],2371
3162,[],2372
3163,[],
3164,[],9215
3165,[],2373
3166,['MR_274600_0'],
3167,[],2374
3168,[],9216
3169,[],2375
3170,[],2376
3171,[],2377
3172,[],9217
3173,[],2378
3174,[],2379
3175,[],2380
3176,[],2381
3177,[],2382
3178,[],9218
3179,[],2383
3180,[],2384
3181,[],2385
3182,[],9219
3183,[],2386
3184,[],2387
3185,[],
3186,[],
3187,[],9220
3188,[],2388
3189,[],2389
3190,[],2390
3191,['MR_657538_1'],2391
3192,['MR_6938_0'],2392
3193,['MR_964_0'],2393
3194,[],2394
3195,[],2395
3196,[],9221
3197,[],2396
3198,[],2397
3199,[],2398
3200,[],2399
3201,['MR_365549_0'],9222
3202,[],2400
3203,[],
3204,[],2401
3205,[],2402
3206,[],2403
3207,[],2404
3208,[],2405
3209,[],2406
3210,[],2407
3211,[],
3212,[],2408
3213,[],2409
3214,[],2410
3215,[],2411
3216,[],2412
3217,[],
3218,[],
3219,[],2413
3220,[],2414
3221,[],
3222,[],
3223,[],2415
3224,[],2416
3225,[],9223
3226,[],2417
3227,['MR_19099_2'],2418
3228,"['MR_19116_2', 'MR_19116_1']",2419
3229,[],2420
3230,[],2421
3231,[],9224
3232,[],
3233,[],2422
3234,[],9225
3235,[],2423
3236,['MR_12067_1'],2424
3237,[],
3238,[],2425
3239,[],9226
3240,[],9227
3241,[],2426
3242,[],2427
3243,[],2428
3244,[],2429
3245,[],2430
3246,[],2431
3247,[],2432
3248,[],9228
3249,[],2433
3250,[],
3251,[],2434
3252,[],2435
3253,[],2436
3254,[],2437
3255,[],9229
3256,[],2438
3257,[],2439
3258,[],2440
3259,[],2441
3260,[],2442
3261,[],9230
3262,[],2443
3263,[],2444
3264,[],9231
3265,[],2445
3266,[],2446
3267,[],2447
3268,[],2448
3269,[],2449
3270,[],
3271,[],
3272,[],
3273,[],2450
3274,[],2451
3275,[],2452
3276,[],
3277,[],2453
3278,[],2454
3279,[],2455
3280,[],2456
3281,['MR_305907_0'],2457
3282,[],
3283,[],
3284,[],2458
3285,[],2459
3286,[],9232
3287,[],2460
3288,[],2461
3289,[],2462
3290,[],2463
3291,['MR_97755_1'],2464
3292,[],2465
3293,[],2466
3294,[],9233
3295,[],2467
3296,[],2468
3297,[],
3298,[],2469
3299,[],2470
3300,[],
3301,[],2471
3302,[],9234
3303,[],2472
3304,[],2473
3305,[],2474
3306,[],2475
3307,[],2476
3308,[],9235
3309,[],
3310,[],2477
3311,[],2478
3312,[],2479
3313,[],2480
3314,['MR_25234_1'],2481
3315,[],2482
3316,['MR_25233_1'],2483
3317,[],
3318,[],2484
3319,[],2485
3320,[],2486
3321,['MR_443699_0'],2487
3322,[],2488
3323,[],2489
3324,"['MR_443698_2', 'MR_443698_1']",9236
3325,[],
3326,[],2490
3327,[],
3328,[],2491
3329,[],2492
3330,[],2493
3331,[],2494
3332,[],2495
3333,[],9237
3334,[],2496
3335,[],2497
3336,[],2498
3337,[],9238
3338,[],2499
3339,[],2500
3340,[],9239
3341,[],2501
3342,[],2502
3343,[],2503
3344,['MR_5605_0'],
3345,['MR_84336_0'],2504
3346,[],2505
3347,[],2506
3348,"['MR_8342_1', 'MR_4792_0']",2507
3349,[],9240
3350,[],2508
3351,[],9241
3352,[],
3353,[],2509
3354,[],
3355,[],2510
3356,[],2511
3357,[],2512
3358,[],9242
3359,[],
3360,[],
3361,[],2513
3362,[],2514
3363,[],2515
3364,[],2516
3365,[],
3366,[],2517
3367,[],2518
3368,[],2519
3369,[],
3370,[],2520
3371,[],2521
3372,[],2522
3373,[],2523
3374,[],2524
3375,[],2525
3376,[],9243
3377,[],2526
3378,[],2527
3379,[],2528
3380,[],2529
3381,[],
3382,[],
3383,[],2530
3384,[],2531
3385,[],2532
3386,[],2533
3387,[],2534
3388,[],2535
3389,[],
3390,[],2536
3391,[],2537
3392,[],2538
3393,[],2539
3394,[],
3395,[],9244
3396,[],2540
3397,[],
3398,[],
3399,[],
3400,[],
3401,[],9245
3402,[],
3403,[],
3404,[],
3405,[],
3406,[],
3407,['MR_171393_0'],
3408,[],2541
3409,[],2542
3410,[],2543
3411,[],2544
3412,['MR_64_1'],
3413,[],
3414,[],
3415,[],
3416,[],2545
3417,[],2546
3418,[],2547
3419,[],
3420,[],
3421,[],9246
3422,[],2548
3423,"['MR_78783_0', 'MR_197436_0']",
3424,[],2549
3425,[],2550
3426,[],2551
3427,[],2552
3428,[],2553
3429,[],2554
3430,[],2555
3431,[],2556
3432,[],2557
3433,[],
3434,[],2558
3435,[],2559
3436,[],
3437,[],2560
3438,[],2561
3439,[],2562
3440,[],2563
3441,[],2564
3442,[],2565
3443,[],2566
3444,[],2567
3445,[],2568
3446,[],
3447,[],2569
3448,[],9247
3449,[],2570
3450,[],2571
3451,[],9248
3452,[],2572
3453,[],2573
3454,[],
3455,[],2574
3456,[],2575
3457,['MR_281086_2'],2576
3458,[],2577
3459,[],
3460,[],
3461,[],
3462,[],
3463,[],
3464,[],2578
3465,[],2579
3466,[],
3467,[],2580
3468,[],2581
3469,[],2582
3470,[],2583
3471,[],2584
3472,[],2585
3473,[],
3474,[],
3475,[],9249
3476,[],2586
3477,[],2587
3478,[],
3479,[],2588
3480,[],2589
3481,[],2590
3482,[],9250
3483,[],2591
3484,['MR_1969_0'],
3485,[],2592
3486,"['MR_6700_1', 'MR_4354_2', 'MR_6700_0', 'MR_1901_0']",
3487,['MR_6707_0'],2593
3488,['MR_1893_0'],
3489,[],2594
3490,[],2595
3491,[],
3492,[],2596
3493,[],2597
3494,[],2598
3495,['MR_176277_0'],
3496,[],
3497,[],2599
3498,[],2600
3499,[],2601
3500,[],2602
3501,[],9251
3502,[],9252
3503,[],2603
3504,[],2604
3505,[],2605
3506,[],2606
3507,[],2607
3508,[],2608
3509,[],2609
3510,[],2610
3511,[],2611
3512,[],
3513,[],9253
3514,[],2612
3515,[],
3516,['MR_15194_0'],2613
3517,[],2614
3518,[],
3519,[],2615
3520,[],9254
3521,[],
3522,[],2616
3523,[],2617
3524,[],2618
3525,[],2619
3526,[],2620
3527,[],2621
3528,[],2622
3529,[],2623
3530,[],
3531,[],2624
3532,[],2625
3533,[],2626
